      Date         Time   Rge    Ht  Ambig
2005/01/02  6:40:49.250 149.9  87.6      1
2005/01/02  6:40:52.410  98.0  90.7      1
2005/01/02  6:40:58.041 110.0  84.7      1
2005/01/02  6:41:30.955 189.9  85.1      1
2005/01/02  6:41:30.955 191.9  86.4      1
2005/01/02  6:42:05.384 219.9  92.6      1
2005/01/02  6:42:16.220 132.0  90.8      1
2005/01/02  6:42:40.131 124.0  84.2      1
2005/01/02  6:42:42.295 173.9  92.0      1
2005/01/02  6:42:42.261 171.9  90.8      1
2005/01/02  6:42:42.298 175.9  93.8      1
2005/01/02  6:43:20.578 203.9  95.3      1
2005/01/02  6:43:20.575 201.9  94.8      1
2005/01/02  6:43:27.478 130.0  90.6      1
2005/01/02  6:43:27.478 128.0  88.6      1
2005/01/02  6:43:30.769 245.9  86.0      1
2005/01/02  6:43:36.978 175.9  96.6      1
2005/01/02  6:43:37.287 189.9  92.6      1
2005/01/02  6:43:46.026 231.9  91.6      1
2005/01/02  6:44:25.112 181.9  92.5      1
2005/01/02  6:44:25.116 183.9  91.7      1
2005/01/02  6:44:32.817 106.0  87.3      1
2005/01/02  6:44:43.317 193.9  89.7      1
2005/01/02  6:45:09.063 189.9  95.2      1
2005/01/02  6:45:09.063 191.9  96.0      1
2005/01/02  6:45:29.817 187.9  82.8      1
2005/01/02  6:45:34.873 104.0  94.1      1
2005/01/02  6:46:32.560 167.9  95.6      1
2005/01/02  6:47:17.019 195.9  86.3      1
2005/01/02  6:47:23.795 219.9  92.3      1
2005/01/02  6:47:29.896 124.0  90.4      1
2005/01/02  6:47:39.336 114.0 106.1      1
2005/01/02  6:47:50.396 163.9 103.5      1
2005/01/02  6:47:50.396 165.9 104.8      1
2005/01/02  6:47:53.910 167.9  85.4      1
2005/01/02  6:47:53.914 165.9  84.5      1
2005/01/02  6:47:57.287 227.9  95.5      1
2005/01/02  6:47:57.269 225.9  95.1      1
2005/01/02  6:48:40.989 251.9  91.5      1
2005/01/02  6:48:40.989 251.9  91.5      1
2005/01/02  6:48:53.974 130.0  91.1      1
2005/01/02  6:48:53.974 128.0  89.9      1
2005/01/02  6:49:01.246 161.9  84.2      1
2005/01/02  6:49:22.925 243.9  95.7      1
2005/01/02  6:49:32.358 169.9  82.8      1
2005/01/02  6:49:43.019 163.9  95.2      1
2005/01/02  6:49:44.918 239.9  87.3      1
2005/01/02  6:49:45.754 106.0  83.8      1
2005/01/02  6:50:04.612 199.9  90.9      1
2005/01/02  6:50:22.280 124.0  98.7      1
2005/01/02  6:50:22.280 122.0  97.1      1
2005/01/02  6:50:25.918 203.9 102.7      1
2005/01/02  6:50:27.940 175.9  94.4      1
2005/01/02  6:50:28.675 155.9  96.5      1
2005/01/02  6:50:28.675 153.9  94.9      1
2005/01/02  6:50:31.664 263.9  94.2      1
2005/01/02  6:51:00.690 193.9  95.1      1
2005/01/02  6:51:01.172 108.0  85.5      1
2005/01/02  6:51:01.175 106.0  84.8      1
2005/01/02  6:51:21.910 157.9  91.7      1
2005/01/02  6:51:46.896 112.0  98.5      1
2005/01/02  6:51:58.030 229.9  86.3      1
2005/01/02  6:52:10.489 173.9  94.4      1
2005/01/02  6:52:13.399 171.9  96.0      1
2005/01/02  6:52:24.851 247.9  94.1      1
2005/01/02  6:52:24.821 245.9  94.4      1
2005/01/02  6:52:25.720 116.0  99.3      1
2005/01/02  6:52:25.720 114.0  97.6      1
2005/01/02  6:53:02.183 128.0  83.5      1
2005/01/02  6:53:05.899 265.9  91.9      1
2005/01/02  6:53:06.940 104.0  94.7      1
2005/01/02  6:53:12.772 132.0  91.9      1
2005/01/02  6:53:13.765 132.0  95.5      1
2005/01/02  6:53:13.765 128.0  92.2      1
2005/01/02  6:53:15.981 259.9  96.1      1
2005/01/02  6:53:20.086 132.0  92.7      1
2005/01/02  6:53:20.086 130.0  91.1      1
2005/01/02  6:54:05.560 130.0  93.5      1
2005/01/02  6:54:10.989 189.9  96.7      1
2005/01/02  6:54:48.970 132.0  95.2      1
2005/01/02  6:55:18.321 159.9  93.7      1
2005/01/02  6:55:19.015 104.0 103.1      1
2005/01/02  6:55:38.224 185.9  96.6      1
2005/01/02  6:56:27.351 104.0  85.2      1
2005/01/02  6:56:27.907 179.9 104.7      1
2005/01/02  6:56:27.989 177.9 102.1      1
2005/01/02  6:56:37.407 229.9  86.2      1
2005/01/02  6:56:43.228 175.9  89.5      1
2005/01/02  6:56:43.224 177.9  90.2      1
2005/01/02  6:56:46.511 195.9  94.7      1
2005/01/02  6:57:30.261 118.0  91.5      1
2005/01/02  6:57:30.257 120.0  92.9      1
2005/01/02  6:57:44.918 195.9  92.9      1
2005/01/02  6:57:51.507 102.0  85.9      1
2005/01/02  6:57:59.205 151.9  95.4      1
2005/01/02  6:57:59.205 149.9  95.0      1
2005/01/02  6:58:03.272 128.0  87.2      1
2005/01/02  6:58:46.377 163.9  83.9      1
2005/01/02  6:58:46.381 161.9  83.0      1
2005/01/02  6:59:36.937 102.0  88.0      1
2005/01/02  7:01:02.481 108.0  99.9      1
2005/01/02  7:01:04.571 134.0  92.3      1
2005/01/02  7:01:04.571 132.0  91.0      1
2005/01/02  7:01:07.444 153.9  95.0      1
2005/01/02  7:01:19.750 187.9  91.5      1
2005/01/02  7:02:04.739 118.0  93.1      1
2005/01/02  7:02:17.638 187.9  99.2      1
2005/01/02  7:02:17.638 189.9 101.0      1
2005/01/02  7:02:42.175 102.0  90.7      1
2005/01/02  7:03:13.634 102.0  89.4      1
2005/01/02  7:03:22.492 195.9  83.2      1
2005/01/02  7:03:22.485 197.9  83.8      1
2005/01/02  7:03:33.399 134.0  90.0      1
2005/01/02  7:03:38.903 219.9 100.0      1
2005/01/02  7:04:03.291 177.9  82.3      1
2005/01/02  7:04:10.108 161.9  98.5      1
2005/01/02  7:04:21.422 134.0  88.7      1
2005/01/02  7:04:29.369  84.0  82.1      1
2005/01/02  7:04:40.810 191.9  85.0      1
2005/01/02  7:04:43.295  98.0  91.3      1
2005/01/02  7:04:44.836 104.0  86.8      1
2005/01/02  7:04:44.836 106.0  88.5      1
2005/01/02  7:04:51.366 116.0  95.0      1
2005/01/02  7:05:01.769 155.9  90.3      1
2005/01/02  7:05:21.306 193.9  90.6      1
2005/01/02  7:05:24.884 189.9  85.8      1
2005/01/02  7:05:37.041 132.0  89.9      1
2005/01/02  7:06:00.724 114.0  90.6      1
2005/01/02  7:06:53.030 104.0  98.5      1
2005/01/02  7:06:53.485 163.9  93.3      1
2005/01/02  7:06:54.500 122.0  87.5      1
2005/01/02  7:07:07.504  98.0  85.5      1
2005/01/02  7:07:22.623 159.9  98.9      1
2005/01/02  7:07:22.623 157.9  97.9      1
2005/01/02  7:08:04.280 259.9  95.3      1
2005/01/02  7:08:04.328 257.9  93.1      1
2005/01/02  7:08:27.638 118.0  91.3      1
2005/01/02  7:08:39.627 249.9  94.2      1
2005/01/02  7:08:39.623 247.9  93.6      1
2005/01/02  7:08:53.392 157.9  93.5      1
2005/01/02  7:08:53.392 155.9  91.2      1
2005/01/02  7:09:16.153  98.0  89.8      1
2005/01/02  7:09:16.153  96.0  88.1      1
2005/01/02  7:09:18.004  98.0  82.1      1
2005/01/02  7:09:31.481 153.9  84.5      1
2005/01/02  7:09:32.701 229.9  90.2      1
2005/01/02  7:09:32.694 227.9  93.0      1
2005/01/02  7:09:41.131 231.9  95.8      1
2005/01/02  7:09:41.112 229.9  95.0      1
2005/01/02  7:09:47.119 197.9  85.1      1
2005/01/02  7:10:06.806 201.9  94.1      1
2005/01/02  7:10:06.810 199.9  94.3      1
2005/01/02  7:10:12.011 104.0  86.8      1
2005/01/02  7:10:36.690 104.0  93.9      1
2005/01/02  7:10:36.690 106.0  95.5      1
2005/01/02  7:10:37.052 203.9 101.4      1
2005/01/02  7:10:37.052 201.9  98.2      1
2005/01/02  7:10:50.414 179.9  97.0      1
2005/01/02  7:10:50.414 177.9  95.1      1
2005/01/02  7:11:08.802 171.9  88.3      1
2005/01/02  7:11:08.839 169.9  87.4      1
2005/01/02  7:11:51.989 126.0  87.3      1
2005/01/02  7:11:51.993 128.0  88.8      1
2005/01/02  7:12:04.351 149.9  94.2      1
2005/01/02  7:12:09.201 120.0  88.0      1
2005/01/02  7:12:49.679 116.0  84.4      1
2005/01/02  7:12:49.683 118.0  86.5      1
2005/01/02  7:12:53.981 122.0  87.0      1
2005/01/02  7:12:58.638 118.0  89.0      1
2005/01/02  7:12:58.619 116.0  88.9      1
2005/01/02  7:12:58.653 120.0  91.4      1
2005/01/02  7:13:24.489 249.9  88.6      1
2005/01/02  7:13:28.687 132.0  91.2      1
2005/01/02  7:13:28.687 130.0  88.8      1
2005/01/02  7:13:43.089 161.9  95.7      1
2005/01/02  7:13:43.089 159.9  94.8      1
2005/01/02  7:14:13.396 181.9  93.4      1
2005/01/02  7:14:28.425 161.9  99.5      1
2005/01/02  7:14:28.422 159.9  97.1      1
2005/01/02  7:14:28.422 157.9  95.9      1
2005/01/02  7:15:01.235 229.9  93.4      1
2005/01/02  7:15:01.235 231.9  89.2      1
2005/01/02  7:15:48.250 249.9  96.0      1
2005/01/02  7:15:48.250 247.9  95.2      1
2005/01/02  7:15:56.519 179.9  87.6      1
2005/01/02  7:15:56.575 181.9  87.6      1
2005/01/02  7:16:16.131 130.0  90.8      1
2005/01/02  7:16:16.131 128.0  89.5      1
2005/01/02  7:16:16.134 126.0  88.2      1
2005/01/02  7:16:29.354 128.0  90.7      1
2005/01/02  7:16:42.873 191.9  95.4      1
2005/01/02  7:16:50.552 235.9  99.3      1
2005/01/02  7:16:50.552 233.9  97.9      1
2005/01/02  7:17:20.907 175.9  85.3      1
2005/01/02  7:17:40.410  94.0  84.9      1
2005/01/02  7:17:40.410  96.0  87.0      1
2005/01/02  7:17:43.993 128.0  95.0      1
2005/01/02  7:17:43.993 126.0  93.2      1
2005/01/02  7:18:07.060 122.0  89.0      1
2005/01/02  7:18:29.679 130.0  83.8      1
2005/01/02  7:18:29.716 132.0  85.5      1
2005/01/02  7:18:30.284  96.0  89.5      1
2005/01/02  7:18:30.284  98.0  91.4      1
2005/01/02  7:18:30.284  94.0  87.7      1
2005/01/02  7:18:44.493 100.0  91.6      1
2005/01/02  7:18:44.493  98.0  89.7      1
2005/01/02  7:19:01.881 108.0  89.2      1
2005/01/02  7:19:02.466 159.9  98.6      1
2005/01/02  7:19:02.466 157.9  98.1      1
2005/01/02  7:20:11.589 199.9  92.8      1
2005/01/02  7:20:32.511  92.0  84.0      1
2005/01/02  7:20:49.302 100.0  90.7      1
2005/01/02  7:20:52.869 102.0  96.4      1
2005/01/02  7:20:52.869 100.0  94.5      1
2005/01/02  7:21:02.041 151.9  90.9      1
2005/01/02  7:21:07.948 241.9  97.9      1
2005/01/02  7:21:07.948 241.9  97.9      1
2005/01/02  7:21:18.459 171.9  92.5      1
2005/01/02  7:21:52.634 151.9  82.0      1
2005/01/02  7:22:07.567 124.0  86.7      1
2005/01/02  7:22:29.493 235.9  94.3      1
2005/01/02  7:22:37.541 195.9 102.1      1
2005/01/02  7:22:37.541 193.9 101.3      1
2005/01/02  7:22:44.851 197.9 100.1      1
2005/01/02  7:22:50.929 102.0  89.5      1
2005/01/02  7:22:50.910 100.0  87.6      1
2005/01/02  7:22:58.716  94.0  87.8      1
2005/01/02  7:22:58.720  96.0  89.7      1
2005/01/02  7:23:21.963 223.9  93.6      1
2005/01/02  7:23:25.045  96.0  82.6      1
2005/01/02  7:24:03.940 100.0  96.8      1
2005/01/02  7:24:03.940  98.0  94.9      1
2005/01/02  7:24:10.243 114.0  96.2      1
2005/01/02  7:24:12.280 225.9  99.3      1
2005/01/02  7:24:29.545 265.9  94.6      1
2005/01/02  7:24:44.336 161.9  95.5      1
2005/01/02  7:24:44.336 163.9  95.2      1
2005/01/02  7:24:55.515 227.9  83.8      1
2005/01/02  7:24:55.522 229.9  84.4      1
2005/01/02  7:25:00.701 181.9  92.3      1
2005/01/02  7:25:00.698 179.9  91.3      1
2005/01/02  7:25:01.522 189.9 102.2      1
2005/01/02  7:25:04.761 151.9  94.9      1
2005/01/02  7:25:07.168 151.9  86.1      1
2005/01/02  7:25:48.627 183.9  89.5      1
2005/01/02  7:25:58.668 293.9  92.5      1
2005/01/02  7:26:33.366 189.9  89.0      1
2005/01/02  7:26:33.351 191.9  90.4      1
2005/01/02  7:26:38.668 106.0  86.7      1
2005/01/02  7:26:40.851 151.9  92.6      1
2005/01/02  7:26:44.787 130.0  88.2      1
2005/01/02  7:26:44.787 128.0  86.9      1
2005/01/02  7:26:52.336 203.9  97.9      1
2005/01/02  7:27:19.011 159.9  90.9      1
2005/01/02  7:27:24.071 171.9  78.0      1
2005/01/02  7:27:33.694 108.0  96.0      1
2005/01/02  7:27:33.694 110.0  97.7      1
2005/01/02  7:27:33.694 106.0  94.4      1
2005/01/02  7:27:39.590 243.9  84.4      1
2005/01/02  7:27:39.586 245.9  87.7      1
2005/01/02  7:27:49.414 161.9  90.2      1
2005/01/02  7:27:55.160 132.0  93.0      1
2005/01/02  7:27:55.160 130.0  91.6      1
2005/01/02  7:28:06.093 124.0  95.1      1
2005/01/02  7:28:08.683 167.9  79.7      1
2005/01/02  7:28:24.198 159.9  91.2      1
2005/01/02  7:29:11.216 106.0  79.9      1
2005/01/02  7:29:46.142 106.0  98.5      1
2005/01/02  7:30:05.321 128.0  93.3      1
2005/01/02  7:30:05.791 157.9  93.5      1
2005/01/02  7:31:06.220 100.0  97.2      1
2005/01/02  7:31:15.422 110.0 107.1      1
2005/01/02  7:31:15.634 108.0 104.7      1
2005/01/02  7:31:15.634 108.0 104.7      1
2005/01/02  7:31:32.104 120.0  87.9      1
2005/01/02  7:31:32.134 118.0  86.4      1
2005/01/02  7:31:46.989 112.0  90.6      1
2005/01/02  7:31:59.590 159.9  99.0      1
2005/01/02  7:32:01.459 159.9  97.2      1
2005/01/02  7:32:01.459 157.9  95.7      1
2005/01/02  7:32:21.746 229.9  90.6      1
2005/01/02  7:32:24.369 100.0  91.3      1
2005/01/02  7:32:24.369  98.0  89.6      1
2005/01/02  7:33:11.011 163.9  92.7      1
2005/01/02  7:33:11.011 161.9  91.2      1
2005/01/02  7:33:17.552 157.9  94.7      1
2005/01/02  7:33:22.545 179.9  98.1      1
2005/01/02  7:33:44.425 130.0  90.9      1
2005/01/02  7:33:44.425 132.0  91.7      1
2005/01/02  7:33:49.444 104.0  87.1      1
2005/01/02  7:33:49.440 106.0  88.6      1
2005/01/02  7:34:00.791 104.0  89.3      1
2005/01/02  7:34:00.784 102.0  87.5      1
2005/01/02  7:34:01.511 185.9  91.8      1
2005/01/02  7:34:24.366 124.0  88.1      1
2005/01/02  7:34:24.366 122.0  87.3      1
2005/01/02  7:34:27.437 112.0  93.5      1
2005/01/02  7:34:27.425 110.0  91.9      1
2005/01/02  7:34:27.444 114.0  95.0      1
2005/01/02  7:34:37.433 157.9  91.1      1
2005/01/02  7:34:37.437 155.9  89.4      1
2005/01/02  7:34:48.429 173.9  83.2      1
2005/01/02  7:34:51.463 102.0  83.9      1
2005/01/02  7:34:58.444 171.9  96.3      1
2005/01/02  7:34:58.440 169.9  95.3      1
2005/01/02  7:35:06.739 161.9  93.0      1
2005/01/02  7:35:08.944 181.9  94.9      1
2005/01/02  7:35:08.948 183.9  95.9      1
2005/01/02  7:35:31.242 126.0  90.5      1
2005/01/02  7:35:31.257 124.0 108.1      1
2005/01/02  7:35:31.257 124.0 108.1      1
2005/01/02  7:35:31.429 120.0 103.5      1
2005/01/02  7:35:40.541 102.0  84.0      1
2005/01/02  7:35:40.511 104.0  85.7      1
2005/01/02  7:36:13.108 187.9  89.9      1
2005/01/02  7:36:14.276 185.9  90.6      1
2005/01/02  7:36:15.694 229.9  95.4      1
2005/01/02  7:36:15.709 227.9  95.2      1
2005/01/02  7:36:25.720 245.9  96.7      1
2005/01/02  7:36:25.713 243.9  95.2      1
2005/01/02  7:36:27.474 251.9  85.9      1
2005/01/02  7:36:42.007 104.0  89.2      1
2005/01/02  7:37:03.496 235.9  86.8      1
2005/01/02  7:37:13.840 149.9  93.8      1
2005/01/02  7:37:24.806 134.0  88.1      1
2005/01/02  7:37:36.440 199.9 101.7      1
2005/01/02  7:37:36.440 197.9 102.4      1
2005/01/02  7:37:54.578 191.9 102.0      1
2005/01/02  7:37:54.578 189.9 102.9      1
2005/01/02  7:37:57.884 151.9  87.2      1
2005/01/02  7:38:04.978 229.9  91.8      1
2005/01/02  7:38:06.687 245.9  85.1      1
2005/01/02  7:38:07.272 110.0  91.6      1
2005/01/02  7:38:09.806 100.0  93.9      1
2005/01/02  7:38:09.810 102.0  95.7      1
2005/01/02  7:38:18.231 110.0  92.0      1
2005/01/02  7:38:19.638 112.0  82.8      1
2005/01/02  7:38:19.791 247.9  86.3      1
2005/01/02  7:38:27.589 247.9  95.0      1
2005/01/02  7:38:27.589 249.9  94.4      1
2005/01/02  7:38:28.414 289.9  89.6      1
2005/01/02  7:38:29.310 157.9  85.6      1
2005/01/02  7:38:32.981 163.9  94.4      1
2005/01/02  7:38:32.993 161.9  92.9      1
2005/01/02  7:39:25.910 179.9  98.6      1
2005/01/02  7:39:25.899 177.9  97.2      1
2005/01/02  7:39:33.854 112.0  86.9      1
2005/01/02  7:39:36.280 134.0  90.4      1
2005/01/02  7:39:49.209 227.9  97.1      1
2005/01/02  7:40:25.045 203.9  98.3      1
2005/01/02  7:40:35.933 165.9 102.9      1
2005/01/02  7:40:35.933 163.9 101.6      1
2005/01/02  7:40:46.403 104.0  95.7      1
2005/01/02  7:40:52.735 157.9  89.1      1
2005/01/02  7:41:30.716 118.0  92.0      1
2005/01/02  7:41:32.892 201.9  92.0      1
2005/01/02  7:41:33.384 134.0  90.5      1
2005/01/02  7:41:40.343 134.0  71.8      1
2005/01/02  7:41:56.918 159.9  84.0      1
2005/01/02  7:41:56.914 161.9  84.7      1
2005/01/02  7:42:10.784 249.9  93.9      1
2005/01/02  7:42:32.418 130.0  83.9      1
2005/01/02  7:42:37.541  96.0  89.3      1
2005/01/02  7:42:37.541  94.0  87.4      1
2005/01/02  7:42:48.567 124.0  86.3      1
2005/01/02  7:43:02.321 104.0  93.2      1
2005/01/02  7:43:22.045 181.9  90.1      1
2005/01/02  7:43:40.231 267.9  86.4      1
2005/01/02  7:44:12.366 229.9  87.1      1
2005/01/02  7:44:27.407 169.9  97.4      1
2005/01/02  7:44:27.410 171.9  97.4      1
2005/01/02  7:44:48.854 189.9  92.1      1
2005/01/02  7:44:48.851 187.9  90.9      1
2005/01/02  7:45:34.433 193.9  92.2      1
2005/01/02  7:45:34.440 195.9  90.8      1
2005/01/02  7:45:41.683 124.0  92.3      1
2005/01/02  7:46:15.168 241.9  99.5      1
2005/01/02  7:46:15.168 239.9  99.8      1
2005/01/02  7:46:27.858 153.9 103.4      1
2005/01/02  7:46:49.660 108.0  89.6      1
2005/01/02  7:46:49.660 106.0  88.1      1
2005/01/02  7:47:10.989 195.9  91.3      1
2005/01/02  7:47:10.996 193.9  89.8      1
2005/01/02  7:47:19.060 167.9  88.1      1
2005/01/02  7:47:22.142 130.0  89.8      1
2005/01/02  7:47:40.243 199.9  89.2      1
2005/01/02  7:48:05.153 195.9 105.3      1
2005/01/02  7:48:05.183 193.9 104.2      1
2005/01/02  7:48:05.246 151.9  85.5      1
2005/01/02  7:48:07.851 175.9  98.8      1
2005/01/02  7:48:08.918 193.9 100.0      1
2005/01/02  7:48:13.839 114.0  89.9      1
2005/01/02  7:48:13.839 116.0  91.1      1
2005/01/02  7:48:33.332 175.9  95.7      1
2005/01/02  7:48:37.631 108.0  85.9      1
2005/01/02  7:48:37.627 110.0  87.6      1
2005/01/02  7:48:40.078 239.9  98.0      1
2005/01/02  7:48:40.078 237.9  97.2      1
2005/01/02  7:48:52.940 191.9  87.1      1
2005/01/02  7:48:52.940 189.9  86.3      1
2005/01/02  7:48:55.862 219.9  87.6      1
2005/01/02  7:49:41.243 124.0  88.7      1
2005/01/02  7:49:41.440 179.9  99.9      1
2005/01/02  7:49:41.440 177.9  98.8      1
2005/01/02  7:49:49.336 120.0  88.1      1
2005/01/02  7:50:00.250 227.9  94.2      1
2005/01/02  7:50:10.455 116.0  94.6      1
2005/01/02  7:50:23.336 122.0  92.2      1
2005/01/02  7:50:23.310 120.0  90.6      1
2005/01/02  7:50:25.381 120.0  93.5      1
2005/01/02  7:50:58.306 177.9  92.0      1
2005/01/02  7:50:59.907 185.9  85.9      1
2005/01/02  7:51:14.940 106.0  92.8      1
2005/01/02  7:51:43.668 106.0  90.3      1
2005/01/02  7:52:00.545 132.0  86.5      1
2005/01/02  7:52:00.545 134.0  88.0      1
2005/01/02  7:52:08.201 151.9  86.5      1
2005/01/02  7:52:14.716 243.9  98.3      1
2005/01/02  7:52:15.224 169.9  98.7      1
2005/01/02  7:52:15.280 167.9  97.6      1
2005/01/02  7:52:29.881 108.0  94.3      1
2005/01/02  7:52:34.060 241.9  90.6      1
2005/01/02  7:52:34.060 243.9  92.3      1
2005/01/02  7:52:40.604 159.9  89.3      1
2005/01/02  7:52:47.019 169.9  88.3      1
2005/01/02  7:52:46.575 167.9  86.2      1
2005/01/02  7:52:49.963 153.9  92.6      1
2005/01/02  7:52:49.963 151.9  91.3      1
2005/01/02  7:53:04.142 261.9  93.4      1
2005/01/02  7:53:17.720 185.9  85.6      1
2005/01/02  7:53:17.713 187.9  87.8      1
2005/01/02  7:53:18.918 100.0  90.7      1
2005/01/02  7:53:18.918  98.0  88.8      1
2005/01/02  7:53:43.183 134.0  91.6      1
2005/01/02  7:53:52.791 106.0 103.3      1
2005/01/02  7:53:53.925 153.9  99.9      1
2005/01/02  7:53:53.899 149.9  97.5      1
2005/01/02  7:54:04.940 122.0  94.7      1
2005/01/02  7:54:06.619 114.0  85.5      1
2005/01/02  7:54:46.396 124.0  94.9      1
2005/01/02  7:54:50.642 122.0  84.5      1
2005/01/02  7:55:00.765 167.9  97.3      1
2005/01/02  7:55:08.478 247.9  92.4      1
2005/01/02  7:55:27.798 130.0  90.4      1
2005/01/02  7:55:27.795 132.0  91.8      1
2005/01/02  7:55:38.459 257.9  91.3      1
2005/01/02  7:55:41.414 110.0  90.4      1
2005/01/02  7:55:41.403 112.0  92.1      1
2005/01/02  7:55:52.119 153.9  93.1      1
2005/01/02  7:55:54.127 181.9  94.2      1
2005/01/02  7:56:36.384 128.0  93.4      1
2005/01/02  7:56:37.298 106.0  91.6      1
2005/01/02  7:56:37.298 104.0  89.8      1
2005/01/02  7:56:39.586 116.0  93.7      1
2005/01/02  7:56:41.582 112.0  98.3      1
2005/01/02  7:56:41.817 122.0  86.2      1
2005/01/02  7:56:45.560 149.9  94.9      1
2005/01/02  7:56:46.019 124.0  89.1      1
2005/01/02  7:57:05.679 173.9  92.2      1
2005/01/02  7:57:06.687 171.9  79.1      1
2005/01/02  7:57:06.701 171.9  79.1      1
2005/01/02  7:57:19.869 151.9  94.9      1
2005/01/02  7:57:19.858 149.9  94.1      1
2005/01/02  7:57:31.515 185.9  83.6      1
2005/01/02  7:57:42.720 247.9  95.2      1
2005/01/02  7:57:45.306 187.9 103.3      1
2005/01/02  7:58:22.440 199.9  98.9      1
2005/01/02  7:58:24.638 114.0  91.2      1
2005/01/02  7:58:51.515 161.9  89.9      1
2005/01/02  7:58:59.903 102.0  90.6      1
2005/01/02  7:59:04.187 197.9  91.1      1
2005/01/02  7:59:32.119 179.9  92.6      1
2005/01/02  7:59:44.295 112.0  92.6      1
2005/01/02  7:59:44.295 110.0  90.9      1
2005/01/02  8:00:04.578 203.9  92.3      1
2005/01/02  8:00:53.127 132.0  85.5      1
2005/01/02  8:00:54.489 159.9  96.4      1
2005/01/02  8:00:54.489 157.9  95.4      1
2005/01/02  8:01:07.246 301.9  91.4      1
2005/01/02  8:01:35.761 108.0  93.3      1
2005/01/02  8:01:45.802 233.9  91.7      1
2005/01/02  8:02:14.817 114.0 101.3      1
2005/01/02  8:02:56.298 110.0  86.8      1
2005/01/02  8:02:56.298 108.0  85.2      1
2005/01/02  8:03:02.515 221.9  85.7      1
2005/01/02  8:03:05.213 161.9  90.1      1
2005/01/02  8:03:05.216 163.9  91.5      1
2005/01/02  8:03:17.328  96.0  91.0      1
2005/01/02  8:03:29.071 122.0  94.8      1
2005/01/02  8:03:29.071 120.0  93.3      1
2005/01/02  8:03:36.683 189.9  85.5      1
2005/01/02  8:03:41.007 104.0  85.0      1
2005/01/02  8:03:41.007 106.0  86.5      1
2005/01/02  8:03:45.690 171.9  89.9      1
2005/01/02  8:03:45.690 173.9  91.9      1
2005/01/02  8:03:52.414 124.0  90.5      1
2005/01/02  8:03:57.825 106.0  85.0      1
2005/01/02  8:03:57.825 108.0  86.7      1
2005/01/02  8:04:23.933 122.0  93.8      1
2005/01/02  8:04:24.720 195.9  99.0      1
2005/01/02  8:04:24.724 193.9  97.9      1
2005/01/02  8:04:43.507 225.9  90.9      1
2005/01/02  8:04:43.511 223.9  89.9      1
2005/01/02  8:04:43.511 227.9  86.0      1
2005/01/02  8:05:21.877 225.9  84.3      1
2005/01/02  8:05:23.944 159.9  88.4      1
2005/01/02  8:05:23.944 157.9  87.7      1
2005/01/02  8:05:32.194 237.9  99.4      1
2005/01/02  8:05:36.966 293.9  89.8      1
2005/01/02  8:05:36.966 295.9  89.1      1
2005/01/02  8:05:48.396 193.9  90.8      1
2005/01/02  8:05:52.690 124.0  87.8      1
2005/01/02  8:06:16.694 120.0  87.7      1
2005/01/02  8:06:20.228 149.9  93.2      1
2005/01/02  8:06:27.019 159.9  91.5      1
2005/01/02  8:06:34.041 161.9  87.8      1
2005/01/02  8:06:34.041 159.9  86.3      1
2005/01/02  8:06:37.769 235.9  98.1      1
2005/01/02  8:06:42.194 203.9 101.4      1
2005/01/02  8:06:42.194 201.9 100.5      1
2005/01/02  8:06:58.052 155.9 108.1      1
2005/01/02  8:07:47.287 177.9  86.0      1
2005/01/02  8:07:47.287 175.9  85.8      1
2005/01/02  8:07:48.899 169.9  98.0      1
2005/01/02  8:07:55.784 237.9  98.5      1
2005/01/02  8:07:56.769 116.0  84.1      1
2005/01/02  8:07:56.769 114.0  82.7      1
2005/01/02  8:07:56.791 118.0  85.6      1
2005/01/02  8:08:07.918 181.9  83.4      1
2005/01/02  8:08:12.444 173.9  85.0      1
2005/01/02  8:08:19.743 106.0  87.0      1
2005/01/02  8:08:34.944 153.9  78.5      1
2005/01/02  8:08:34.944 151.9  77.8      1
2005/01/02  8:08:35.168  98.0  91.6      1
2005/01/02  8:08:35.168  96.0  89.9      1
2005/01/02  8:08:51.470 110.0  95.5      1
2005/01/02  8:08:51.470 108.0  93.9      1
2005/01/02  8:09:00.396 201.9  83.6      1
2005/01/02  8:09:04.455 183.9  99.0      1
2005/01/02  8:09:12.246 116.0  92.1      1
2005/01/02  8:09:12.246 118.0  93.5      1
2005/01/02  8:09:14.735 241.9  86.6      1
2005/01/02  8:09:14.724 239.9  85.5      1
2005/01/02  8:09:19.500 110.0  85.2      1
2005/01/02  8:09:22.116 120.0  89.7      1
2005/01/02  8:09:22.116 118.0  88.9      1
2005/01/02  8:09:22.507 291.9  88.5      1
2005/01/02  8:09:35.261 100.0  88.5      1
2005/01/02  8:09:49.668 169.9  97.5      1
2005/01/02  8:10:36.336  96.0  86.9      1
2005/01/02  8:10:36.336  94.0  85.1      1
2005/01/02  8:10:38.832 161.9  93.1      1
2005/01/02  8:10:40.862 177.9  86.5      1
2005/01/02  8:10:50.175 102.0  80.8      1
2005/01/02  8:10:50.175 100.0  79.2      1
2005/01/02  8:11:05.515 189.9  99.3      1
2005/01/02  8:11:08.164 229.9  88.1      1
2005/01/02  8:11:12.489  90.0  88.5      1
2005/01/02  8:11:27.265 177.9  80.8      1
