            Date          Time    Rge     Ht  Ambig
2648  2005/01/02   7:41:05.239  263.9   73.0      3
2649  2005/01/02   7:41:05.239  333.9   94.1      3
2650  2005/01/02   7:41:30.716  118.0   92.0      1
2651  2005/01/02   7:41:32.892  201.9   92.0      1
2652  2005/01/02   7:41:33.384  134.0   90.5      1
2653  2005/01/02   7:41:40.343  134.0   71.8      1
2654  2005/01/02   7:41:51.041   82.0   72.4      3
2655  2005/01/02   7:41:51.041  221.9   71.7      3
2656  2005/01/02   7:41:51.041  291.9   95.8      3
2657  2005/01/02   7:41:56.918  159.9   84.0      1
2658  2005/01/02   7:41:56.914  161.9   84.7      1
2659  2005/01/02   7:42:10.784  249.9   93.9      1
2660  2005/01/02   7:42:16.578  118.0  103.7      4
2661  2005/01/02   7:42:16.578  257.9   90.5      4
2662  2005/01/02   7:42:16.578  257.9   80.8      4
2663  2005/01/02   7:42:16.578  327.9  104.4      4
2664  2005/01/02   7:42:16.552  259.9   80.1      2
2665  2005/01/02   7:42:16.552  329.9  103.3      2
2666  2005/01/02   7:42:17.802  241.9   81.1      2
2667  2005/01/02   7:42:17.802  311.9  106.1      2
2668  2005/01/02   7:42:32.418  130.0   83.9      1
2669  2005/01/02   7:42:37.541   96.0   89.3      1
2670  2005/01/02   7:42:37.541   94.0   87.4      1
2671  2005/01/02   7:42:41.451  116.0   88.0      5
2672  2005/01/02   7:42:41.451  116.0   74.8      5
2673  2005/01/02   7:42:41.451  465.8   76.5      5
2674  2005/01/02   7:42:41.451  535.7   90.8      5
2675  2005/01/02   7:42:41.451  605.7  105.8      5
2676  2005/01/02   7:42:48.567  124.0   86.3      1
2677  2005/01/02   7:42:49.810  177.9   71.8      3
2678  2005/01/02   7:42:49.810  247.9  101.2      3
2679  2005/01/02   7:42:49.810  247.9   89.1      3
2680  2005/01/02   7:42:49.798  179.9   73.5      3
2681  2005/01/02   7:42:49.798  249.9  103.2      3
2682  2005/01/02   7:42:49.798  249.9   92.4      3
2683  2005/01/02   7:43:02.321  104.0   93.2      1
2684  2005/01/02   7:43:22.045  181.9   90.1      1
2685  2005/01/02   7:43:40.231  267.9   86.4      1
2686  2005/01/02   7:43:48.291  203.9   72.7      2
2687  2005/01/02   7:43:48.291  273.9   98.9      2
2688  2005/01/02   7:44:12.366  229.9   87.1      1
2689  2005/01/02   7:44:27.407  169.9   97.4      1
2690  2005/01/02   7:44:27.410  171.9   97.4      1
2691  2005/01/02   7:44:36.086  271.9   83.9      2
2692  2005/01/02   7:44:36.086  341.9  107.2      2
2693  2005/01/02   7:44:48.854  189.9   92.1      1
2694  2005/01/02   7:44:48.851  187.9   90.9      1
2695  2005/01/02   7:45:34.433  193.9   92.2      1
2696  2005/01/02   7:45:34.440  195.9   90.8      1
2697  2005/01/02   7:45:41.683  124.0   92.3      1
2698  2005/01/02   7:46:15.168  241.9   99.5      1
2699  2005/01/02   7:46:15.168  239.9   99.8      1
2700  2005/01/02   7:46:27.858  153.9  103.4      1
2701  2005/01/02   7:46:49.660  108.0   89.6      1
2702  2005/01/02   7:46:49.660  106.0   88.1      1
2703  2005/01/02   7:47:10.989  195.9   91.3      1
2704  2005/01/02   7:47:10.996  193.9   89.8      1
2705  2005/01/02   7:47:19.060  167.9   88.1      1
2706  2005/01/02   7:47:22.142  130.0   89.8      1
2707  2005/01/02   7:47:40.243  199.9   89.2      1
2708  2005/01/02   7:48:05.153  195.9  105.3      1
2709  2005/01/02   7:48:05.183  193.9  104.2      1
2710  2005/01/02   7:48:05.246  151.9   85.5      1
2711  2005/01/02   7:48:07.851  175.9   98.8      1
2712  2005/01/02   7:48:08.918  193.9  100.0      1
2713  2005/01/02   7:48:12.022  269.9   85.7      2
2714  2005/01/02   7:48:12.022  339.9  109.5      2
2715  2005/01/02   7:48:12.022  267.9   85.4      2
2716  2005/01/02   7:48:12.022  337.9  109.3      2
2717  2005/01/02   7:48:13.839  114.0   89.9      1
2718  2005/01/02   7:48:13.839  116.0   91.1      1
2719  2005/01/02   7:48:33.332  175.9   95.7      1
2720  2005/01/02   7:48:37.631  108.0   85.9      1
2721  2005/01/02   7:48:37.627  110.0   87.6      1
2722  2005/01/02   7:48:40.078  239.9   98.0      1
2723  2005/01/02   7:48:40.078  237.9   97.2      1
2724  2005/01/02   7:48:42.511  110.0  101.1      3
2725  2005/01/02   7:48:42.511  249.9   74.8      3
2726  2005/01/02   7:48:42.511  319.9   97.3      3
2727  2005/01/02   7:48:42.511  108.0   99.4      3
2728  2005/01/02   7:48:42.511  247.9   77.9      3
2729  2005/01/02   7:48:42.511  317.9  101.5      3
2730  2005/01/02   7:48:52.940  191.9   87.1      1
2731  2005/01/02   7:48:52.940  189.9   86.3      1
2732  2005/01/02   7:48:55.862  219.9   87.6      1
2733  2005/01/02   7:49:41.228  126.0   90.3      2
2734  2005/01/02   7:49:41.228  126.0   86.9      2
2735  2005/01/02   7:49:41.243  124.0   88.7      1
2736  2005/01/02   7:49:41.440  179.9   99.9      1
2737  2005/01/02   7:49:41.440  177.9   98.8      1
2738  2005/01/02   7:49:49.336  120.0   88.1      1
2739  2005/01/02   7:50:00.250  227.9   94.2      1
2740  2005/01/02   7:50:00.246   90.0   83.9      2
2741  2005/01/02   7:50:00.246  229.9   95.1      2
2742  2005/01/02   7:50:10.455  116.0   94.6      1
2743  2005/01/02   7:50:23.336  122.0   92.2      1
2744  2005/01/02   7:50:23.310  120.0   90.6      1
2745  2005/01/02   7:50:25.381  120.0   93.5      1
2746  2005/01/02   7:50:51.153  269.9   70.9      5
2747  2005/01/02   7:50:51.153  339.9   91.1      5
2748  2005/01/02   7:50:51.153  130.0   95.1      5
2749  2005/01/02   7:50:51.153  199.9   75.3      5
2750  2005/01/02   7:50:51.153  269.9  102.9      5
2751  2005/01/02   7:50:58.306  177.9   92.0      1
2752  2005/01/02   7:50:59.907  185.9   85.9      1
2753  2005/01/02   7:51:14.940  106.0   92.8      1
2754  2005/01/02   7:51:43.668  106.0   90.3      1
2755  2005/01/02   7:51:50.418  317.9   76.7      2
2756  2005/01/02   7:51:50.418  387.8   95.5      2
2757  2005/01/02   7:52:00.545  132.0   86.5      1
2758  2005/01/02   7:52:00.545  134.0   88.0      1
2759  2005/01/02   7:52:08.201  151.9   86.5      1
2760  2005/01/02   7:52:14.716  243.9   98.3      1
2761  2005/01/02   7:52:15.224  169.9   98.7      1
2762  2005/01/02   7:52:15.280  167.9   97.6      1
2763  2005/01/02   7:52:29.881  108.0   94.3      1
2764  2005/01/02   7:52:34.060  241.9   90.6      1
2765  2005/01/02   7:52:34.060  243.9   92.3      1
2766  2005/01/02   7:52:40.604  159.9   89.3      1
2767  2005/01/02   7:52:47.019  169.9   88.3      1
2768  2005/01/02   7:52:46.575  167.9   86.2      1
2769  2005/01/02   7:52:49.963  153.9   92.6      1
2770  2005/01/02   7:52:49.963  151.9   91.3      1
2771  2005/01/02   7:53:04.142  261.9   93.4      1
2772  2005/01/02   7:53:17.720  185.9   85.6      1
2773  2005/01/02   7:53:17.713  187.9   87.8      1
2774  2005/01/02   7:53:18.918  100.0   90.7      1
2775  2005/01/02   7:53:18.918   98.0   88.8      1
2776  2005/01/02   7:53:38.612  251.9   80.8      2
2777  2005/01/02   7:53:38.612  321.9  104.8      2
2778  2005/01/02   7:53:43.183  134.0   91.6      1
2779  2005/01/02   7:53:52.396  239.9   76.9      2
2780  2005/01/02   7:53:52.396  309.9  100.8      2
2781  2005/01/02   7:53:52.399  241.9   77.5      2
2782  2005/01/02   7:53:52.399  311.9  101.5      2
2783  2005/01/02   7:53:52.791  106.0  103.3      1
2784  2005/01/02   7:53:53.925  153.9   99.9      1
2785  2005/01/02   7:53:53.899  149.9   97.5      1
2786  2005/01/02   7:54:04.940  122.0   94.7      1
2787  2005/01/02   7:54:06.619  114.0   85.5      1
2788  2005/01/02   7:54:12.646   92.0   81.8      3
2789  2005/01/02   7:54:12.646  231.9   75.8      3
2790  2005/01/02   7:54:12.646  301.9  100.1      3
2791  2005/01/02   7:54:15.194  221.9   80.5      2
2792  2005/01/02   7:54:15.194  291.9  107.3      2
2793  2005/01/02   7:54:15.194  219.9   80.2      2
2794  2005/01/02   7:54:15.194  289.9  107.0      2
2795  2005/01/02   7:54:34.687  126.0   80.7      3
2796  2005/01/02   7:54:34.687  335.9   85.8      3
2797  2005/01/02   7:54:34.687  405.8  105.8      3
2798  2005/01/02   7:54:34.687  124.0   79.1      3
2799  2005/01/02   7:54:34.687  263.9   71.1      3
2800  2005/01/02   7:54:34.687  333.9   91.6      3
2801  2005/01/02   7:54:46.396  124.0   94.9      1
2802  2005/01/02   7:54:50.642  122.0   84.5      1
2803  2005/01/02   7:55:00.765  167.9   97.3      1
2804  2005/01/02   7:55:05.183  247.9   71.4      2
2805  2005/01/02   7:55:05.183  317.9   93.1      2
2806  2005/01/02   7:55:08.478  247.9   92.4      1
2807  2005/01/02   7:55:27.798  130.0   90.4      1
2808  2005/01/02   7:55:27.795  132.0   91.8      1
2809  2005/01/02   7:55:38.459  257.9   91.3      1
2810  2005/01/02   7:55:41.414  110.0   90.4      1
2811  2005/01/02   7:55:41.403  112.0   92.1      1
2812  2005/01/02   7:55:52.119  153.9   93.1      1
2813  2005/01/02   7:55:54.127  181.9   94.2      1
2814  2005/01/02   7:56:31.351  183.9   74.4      3
2815  2005/01/02   7:56:31.351  253.9  103.9      3
2816  2005/01/02   7:56:31.351  253.9   93.1      3
2817  2005/01/02   7:56:36.384  128.0   93.4      1
2818  2005/01/02   7:56:37.298  106.0   91.6      1
2819  2005/01/02   7:56:37.298  104.0   89.8      1
2820  2005/01/02   7:56:39.586  116.0   93.7      1
2821  2005/01/02   7:56:41.582  112.0   98.3      1
2822  2005/01/02   7:56:41.817  122.0   86.2      1
2823  2005/01/02   7:56:41.821  120.0   85.6      2
2824  2005/01/02   7:56:41.821  120.0   87.7      2
2825  2005/01/02   7:56:45.560  149.9   94.9      1
2826  2005/01/02   7:56:46.019  124.0   89.1      1
2827  2005/01/02   7:57:05.679  173.9   92.2      1
2828  2005/01/02   7:57:06.687  171.9   79.1      1
2829  2005/01/02   7:57:06.701  171.9   79.1      1
2830  2005/01/02   7:57:17.810  257.9   85.0      2
2831  2005/01/02   7:57:17.810  327.9  109.6      2
2832  2005/01/02   7:57:19.869  151.9   94.9      1
2833  2005/01/02   7:57:19.858  149.9   94.1      1
2834  2005/01/02   7:57:31.515  185.9   83.6      1
2835  2005/01/02   7:57:42.720  247.9   95.2      1
2836  2005/01/02   7:57:45.306  189.9  104.9      2
2837  2005/01/02   7:57:45.306  189.9   95.0      2
2838  2005/01/02   7:57:45.306  187.9  103.3      1
2839  2005/01/02   7:58:07.507  239.9   99.4      3
2840  2005/01/02   7:58:07.507  239.9   76.6      3
2841  2005/01/02   7:58:07.507  309.9  100.5      3
2842  2005/01/02   7:58:22.440  199.9   98.9      1
2843  2005/01/02   7:58:24.638  114.0   91.2      1
2844  2005/01/02   7:58:41.772  229.9   81.6      2
2845  2005/01/02   7:58:41.772  299.9  107.8      2
2846  2005/01/02   7:58:51.515  161.9   89.9      1
2847  2005/01/02   7:58:59.903  102.0   90.6      1
2848  2005/01/02   7:59:04.187  197.9   91.1      1
2849  2005/01/02   7:59:32.119  179.9   92.6      1
2850  2005/01/02   7:59:44.295  112.0   92.6      1
2851  2005/01/02   7:59:44.295  110.0   90.9      1
2852  2005/01/02   8:00:04.578  203.9   92.3      1
2853  2005/01/02   8:00:17.209  335.9   86.1      4
2854  2005/01/02   8:00:17.209  405.8  106.1      4
2855  2005/01/02   8:00:17.209  335.9   88.4      4
2856  2005/01/02   8:00:17.209  405.8  108.8      4
2857  2005/01/02   8:00:17.209  337.9   86.1      4
2858  2005/01/02   8:00:17.209  407.8  106.0      4
2859  2005/01/02   8:00:17.209  337.9   88.6      4
2860  2005/01/02   8:00:17.209  407.8  109.0      4
2861  2005/01/02   8:00:17.899  114.0   97.8      4
2862  2005/01/02   8:00:17.899  183.9   73.7      4
2863  2005/01/02   8:00:17.899  253.9  102.9      4
2864  2005/01/02   8:00:17.899  114.0   97.9      4
2865  2005/01/02   8:00:17.899  112.0   96.1      4
2866  2005/01/02   8:00:17.899  181.9   73.1      4
2867  2005/01/02   8:00:17.899  251.9  102.3      4
2868  2005/01/02   8:00:17.899  112.0   96.2      4
2869  2005/01/02   8:00:25.037  199.9   75.0      3
2870  2005/01/02   8:00:25.037  269.9  102.5      3
2871  2005/01/02   8:00:25.037  130.0   94.5      3
2872  2005/01/02   8:00:25.034  197.9   76.2      5
2873  2005/01/02   8:00:25.034  267.9  104.4      5
2874  2005/01/02   8:00:25.034  337.9   87.1      5
2875  2005/01/02   8:00:25.034  407.8  107.2      5
2876  2005/01/02   8:00:25.034  128.0   92.6      5
2877  2005/01/02   8:00:43.541  124.0   83.9      3
2878  2005/01/02   8:00:43.541  193.9   76.0      3
2879  2005/01/02   8:00:43.541  263.9  104.6      3
2880  2005/01/02   8:00:43.526  122.0   82.6      3
2881  2005/01/02   8:00:43.526  191.9   75.6      3
2882  2005/01/02   8:00:43.526  261.9  104.4      3
2883  2005/01/02   8:00:53.127  132.0   85.5      1
2884  2005/01/02   8:00:54.489  159.9   96.4      1
2885  2005/01/02   8:00:54.489  157.9   95.4      1
2886  2005/01/02   8:01:07.246  301.9   91.4      1
2887  2005/01/02   8:01:08.149  126.0   93.1      2
2888  2005/01/02   8:01:08.149  126.0  108.1      2
2889  2005/01/02   8:01:35.761  110.0   95.3      3
2890  2005/01/02   8:01:35.761  179.9   73.7      3
2891  2005/01/02   8:01:35.761  249.9  103.4      3
2892  2005/01/02   8:01:35.761  108.0   93.3      1
2893  2005/01/02   8:01:45.802  233.9   91.7      1
2894  2005/01/02   8:02:14.817  114.0  101.3      1
2895  2005/01/02   8:02:56.298  110.0   86.8      1
2896  2005/01/02   8:02:56.298  108.0   85.2      1
2897  2005/01/02   8:03:02.515  221.9   85.7      1
2898  2005/01/02   8:03:05.213  161.9   90.1      1
2899  2005/01/02   8:03:05.216  163.9   91.5      1
2900  2005/01/02   8:03:08.216  221.9   77.8      2
2901  2005/01/02   8:03:08.216  291.9  103.7      2
2902  2005/01/02   8:03:17.328   96.0   91.0      1
2903  2005/01/02   8:03:29.071  122.0   94.8      1
2904  2005/01/02   8:03:29.071  120.0   93.3      1
2905  2005/01/02   8:03:36.683  189.9   85.5      1
2906  2005/01/02   8:03:41.007  104.0   85.0      1
2907  2005/01/02   8:03:41.007  106.0   86.5      1
2908  2005/01/02   8:03:45.690  171.9   89.9      1
2909  2005/01/02   8:03:45.690  173.9   91.9      1
2910  2005/01/02   8:03:52.101   84.0   72.8      4
2911  2005/01/02   8:03:52.101  153.9   94.4      4
2912  2005/01/02   8:03:52.101  153.9   70.9      4
2913  2005/01/02   8:03:52.101  223.9  104.1      4
2914  2005/01/02   8:03:52.414  124.0   90.5      1
2915  2005/01/02   8:03:57.825  106.0   85.0      1
2916  2005/01/02   8:03:57.825  108.0   86.7      1
2917  2005/01/02   8:03:59.713  263.9   79.8      2
2918  2005/01/02   8:03:59.713  333.9  102.5      2
2919  2005/01/02   8:04:23.933  122.0   93.8      1
2920  2005/01/02   8:04:24.720  195.9   99.0      1
2921  2005/01/02   8:04:24.724  193.9   97.9      1
2922  2005/01/02   8:04:43.507  225.9   90.9      1
2923  2005/01/02   8:04:43.511  223.9   89.9      1
2924  2005/01/02   8:04:43.511  227.9   86.0      1
2925  2005/01/02   8:04:44.784  273.9   80.8      2
2926  2005/01/02   8:04:44.784  343.9  103.1      2
2927  2005/01/02   8:05:21.877  225.9   84.3      1
2928  2005/01/02   8:05:23.944  159.9   88.4      1
2929  2005/01/02   8:05:23.944  157.9   87.7      1
2930  2005/01/02   8:05:32.194  237.9   99.4      1
2931  2005/01/02   8:05:36.966  293.9   89.8      1
2932  2005/01/02   8:05:36.966  295.9   89.1      1
2933  2005/01/02   8:05:48.396  193.9   90.8      1
2934  2005/01/02   8:05:52.690  124.0   87.8      1
2935  2005/01/02   8:06:16.694  120.0   87.7      1
2936  2005/01/02   8:06:20.228  149.9   93.2      1
2937  2005/01/02   8:06:27.019  159.9   91.5      1
2938  2005/01/02   8:06:34.041  161.9   87.8      1
2939  2005/01/02   8:06:34.041  159.9   86.3      1
2940  2005/01/02   8:06:37.769  235.9   98.1      1
2941  2005/01/02   8:06:42.194  203.9  101.4      1
2942  2005/01/02   8:06:42.194  201.9  100.5      1
2943  2005/01/02   8:06:58.052  155.9  108.1      1
2944  2005/01/02   8:07:47.287  177.9   86.0      1
2945  2005/01/02   8:07:47.287  175.9   85.8      1
2946  2005/01/02   8:07:48.899  169.9   98.0      1
2947  2005/01/02   8:07:55.784  237.9   98.5      1
2948  2005/01/02   8:07:56.769  116.0   84.1      1
2949  2005/01/02   8:07:56.769  114.0   82.7      1
2950  2005/01/02   8:07:56.791  118.0   85.6      1
2951  2005/01/02   8:08:07.918  181.9   83.4      1
2952  2005/01/02   8:08:12.444  173.9   85.0      1
2953  2005/01/02   8:08:19.743  106.0   87.0      1
2954  2005/01/02   8:08:34.944  153.9   78.5      1
2955  2005/01/02   8:08:34.944  151.9   77.8      1
2956  2005/01/02   8:08:35.168   98.0   91.6      1
2957  2005/01/02   8:08:35.168   96.0   89.9      1
2958  2005/01/02   8:08:51.470  110.0   95.5      1
2959  2005/01/02   8:08:51.470  108.0   93.9      1
2960  2005/01/02   8:08:56.825  269.9   78.9      2
2961  2005/01/02   8:08:56.825  339.9  101.0      2
2962  2005/01/02   8:09:00.396  201.9   83.6      1
2963  2005/01/02   8:09:04.455  183.9   99.0      1
2964  2005/01/02   8:09:12.246  116.0   92.1      1
2965  2005/01/02   8:09:12.246  118.0   93.5      1
2966  2005/01/02   8:09:14.735  241.9   86.6      1
2967  2005/01/02   8:09:14.724  239.9   85.5      1
2968  2005/01/02   8:09:19.500  110.0   85.2      1
2969  2005/01/02   8:09:22.116  120.0   89.7      1
2970  2005/01/02   8:09:22.116  118.0   88.9      1
2971  2005/01/02   8:09:22.507  291.9   88.5      1
2972  2005/01/02   8:09:35.261  102.0   90.0      2
2973  2005/01/02   8:09:35.261  241.9   87.0      2
2974  2005/01/02   8:09:35.261  100.0   88.5      1
2975  2005/01/02   8:09:49.668  169.9   97.5      1
2976  2005/01/02   8:10:36.336   96.0   86.9      1
2977  2005/01/02   8:10:36.336   94.0   85.1      1
2978  2005/01/02   8:10:38.832  161.9   93.1      1
2979  2005/01/02   8:10:40.862  177.9   86.5      1
2980  2005/01/02   8:10:50.175  102.0   80.8      1
2981  2005/01/02   8:10:50.175  100.0   79.2      1
2982  2005/01/02   8:11:05.515  189.9   99.3      1
2983  2005/01/02   8:11:08.164  229.9   88.1      1
2984  2005/01/02   8:11:12.489   90.0   88.5      1
2985  2005/01/02   8:11:27.265  177.9   80.8      1
2986  2005/01/02   8:11:27.269  110.0   80.3      3
2987  2005/01/02   8:11:27.269  179.9   82.2      3
2988  2005/01/02   8:11:27.269  110.0   71.0      3
2989  2005/01/02   8:11:31.388  161.9   94.4      1
2990  2005/01/02   8:11:31.388  159.9   93.3      1
2991  2005/01/02   8:12:09.884  100.0   95.9      1
2992  2005/01/02   8:12:17.720  120.0   91.5      1
2993  2005/01/02   8:12:17.720  118.0   89.8      1
2994  2005/01/02   8:13:09.063  325.9   88.2      2
2995  2005/01/02   8:13:09.063  395.8  109.1      2
2996  2005/01/02   8:13:15.007  235.9   85.4      1
2997  2005/01/02   8:13:31.608  102.0   86.9      1
2998  2005/01/02   8:13:33.373  171.9   94.9      1
2999  2005/01/02   8:13:47.892  253.9   89.1      1
3000  2005/01/02   8:13:49.888  110.0   86.6      1
3001  2005/01/02   8:13:49.903  112.0   88.1      1
3002  2005/01/02   8:13:49.888  108.0   84.9      1
3003  2005/01/02   8:13:59.675  161.9   70.9      2
3004  2005/01/02   8:13:59.675  231.9  102.5      2
3005  2005/01/02   8:14:01.970  319.9   90.4      1
3006  2005/01/02   8:14:09.526  155.9   91.1      1
3007  2005/01/02   8:14:09.522  153.9   90.2      1
3008  2005/01/02   8:14:18.019  132.0   92.7      1
3009  2005/01/02   8:14:23.187  163.9   83.4      1
3010  2005/01/02   8:14:24.507  203.9   81.1      2
3011  2005/01/02   8:14:24.507  134.0   90.9      2
3012  2005/01/02   8:14:53.616  104.0   78.6      1
3013  2005/01/02   8:14:55.399  116.0   77.4      1
3014  2005/01/02   8:14:55.407  118.0   78.8      1
3015  2005/01/02   8:14:55.392  114.0   91.9      1
3016  2005/01/02   8:14:55.392  112.0   90.5      1
3017  2005/01/02   8:15:13.146  128.0   93.3      1
3018  2005/01/02   8:15:13.146  126.0   91.6      1
3019  2005/01/02   8:15:52.776  293.9   89.8      1
3020  2005/01/02   8:15:58.082  134.0   87.4      1
3021  2005/01/02   8:16:05.250  106.0   92.9      1
3022  2005/01/02   8:16:24.317  112.0   90.3      1
3023  2005/01/02   8:16:33.552  134.0   92.8      1
3024  2005/01/02   8:16:33.552  132.0  105.5      2
3025  2005/01/02   8:16:33.552  201.9  105.7      2
3026  2005/01/02   8:16:34.981  134.0   93.0      1
3027  2005/01/02   8:16:34.974  132.0   91.4      1
3028  2005/01/02   8:16:50.578  231.9   90.1      1
3029  2005/01/02   8:16:53.015  104.0   97.9      1
3030  2005/01/02   8:17:01.243  171.9   93.0      1
3031  2005/01/02   8:17:14.373  132.0   98.6      1
3032  2005/01/02   8:17:14.373  130.0   97.0      1
3033  2005/01/02   8:17:18.063  102.0   83.5      1
3034  2005/01/02   8:17:21.306  130.0  101.0      1
3035  2005/01/02   8:17:37.071  187.9   70.7      3
3036  2005/01/02   8:17:37.071  257.9   98.2      3
3037  2005/01/02   8:17:37.071  187.9   95.2      3
3038  2005/01/02   8:17:37.067  255.9   97.2      1
3039  2005/01/02   8:17:45.086  181.9   93.5      1
3040  2005/01/02   8:17:59.571  102.0   89.9      1
3041  2005/01/02   8:17:59.571  104.0   91.5      1
3042  2005/01/02   8:18:02.780  149.9   88.5      1
3043  2005/01/02   8:18:03.776  159.9   95.0      1
3044  2005/01/02   8:18:03.776  157.9   92.2      1
3045  2005/01/02   8:18:06.675  225.9   91.6      1
3046  2005/01/02   8:18:14.414  237.9   98.1      1
3047  2005/01/02   8:18:14.410  239.9   98.8      1
3048  2005/01/02   8:18:35.806  255.9   87.6      1
3049  2005/01/02   8:18:43.623  163.9   77.6      1
3050  2005/01/02   8:18:52.993  231.9   87.9      1
3051  2005/01/02   8:18:53.000  229.9   87.1      1
3052  2005/01/02   8:18:58.735  110.0   89.2      1
3053  2005/01/02   8:19:02.104  151.9   92.9      1
3054  2005/01/02   8:19:02.104  149.9   91.2      1
3055  2005/01/02   8:19:09.649  120.0   91.8      1
3056  2005/01/02   8:19:09.649  122.0   93.2      1
3057  2005/01/02   8:19:16.634  120.0   93.9      1
3058  2005/01/02   8:19:17.339  179.9   98.9      1
3059  2005/01/02   8:19:33.131  120.0   93.4      1
3060  2005/01/02   8:19:37.929  229.9   89.3      1
3061  2005/01/02   8:20:01.668  271.9   75.5      3
3062  2005/01/02   8:20:01.668  341.9   96.6      3
3063  2005/01/02   8:20:01.668  132.0  100.5      3
3064  2005/01/02   8:20:10.168  225.9  100.0      1
3065  2005/01/02   8:21:02.578  122.0   90.7      1
3066  2005/01/02   8:21:09.601  130.0   91.8      1
3067  2005/01/02   8:21:21.675  114.0   92.9      1
3068  2005/01/02   8:21:21.675  112.0   91.2      1
3069  2005/01/02   8:21:22.354  169.9  100.7      1
3070  2005/01/02   8:21:22.396  167.9   99.6      1
3071  2005/01/02   8:21:22.347  171.9   99.9      1
3072  2005/01/02   8:21:59.795  108.0   85.9      1
3073  2005/01/02   8:22:10.381  251.9   70.1      2
3074  2005/01/02   8:22:10.381  321.9   91.1      2
3075  2005/01/02   8:22:23.328  102.0   93.5      1
3076  2005/01/02   8:22:36.914  159.9   91.7      1
3077  2005/01/02   8:22:41.138  134.0   90.2      1
3078  2005/01/02   8:22:41.138  132.0   87.4      1
3079  2005/01/02   8:22:54.519  104.0   83.3      1
3080  2005/01/02   8:22:54.515  102.0   81.4      1
3081  2005/01/02   8:23:06.993  108.0   91.8      1
3082  2005/01/02   8:23:06.993  110.0   93.5      1
3083  2005/01/02   8:23:09.507   94.0   83.9      1
3084  2005/01/02   8:23:46.746  126.0   91.7      1
3085  2005/01/02   8:23:52.765  151.9   87.4      1
3086  2005/01/02   8:23:57.313  122.0   89.3      1
3087  2005/01/02   8:23:57.295  126.0   92.3      1
3088  2005/01/02   8:24:04.963  118.0   85.4      1
3089  2005/01/02   8:24:14.948  130.0   80.0      2
3090  2005/01/02   8:24:14.948  199.9   94.4      2
3091  2005/01/02   8:24:25.877  126.0   96.5      1
3092  2005/01/02   8:24:33.840  116.0   92.6      1
3093  2005/01/02   8:24:52.325  169.9   98.0      1
3094  2005/01/02   8:25:00.993  231.9   92.9      1
3095  2005/01/02   8:25:00.985  229.9   92.7      1
3096  2005/01/02   8:25:08.325  130.0   86.7      1
3097  2005/01/02   8:25:08.325  132.0   87.4      1
3098  2005/01/02   8:25:12.567  116.0  106.6      1
3099  2005/01/02   8:25:13.228  179.9   89.1      1
3100  2005/01/02   8:25:13.851  130.0   80.3      1
3101  2005/01/02   8:25:13.862  128.0   78.8      1
3102  2005/01/02   8:25:26.384  183.9   93.7      1
3103  2005/01/02   8:25:51.175   94.0   90.0      1
3104  2005/01/02   8:26:42.802  159.9   87.3      1
3105  2005/01/02   8:26:42.806  157.9   86.4      1
3106  2005/01/02   8:26:45.306  102.0   91.9      1
3107  2005/01/02   8:26:45.310  100.0   90.1      1
3108  2005/01/02   8:26:46.694  193.9   88.3      1
3109  2005/01/02   8:26:46.694  195.9   89.4      1
3110  2005/01/02   8:26:48.981  134.0   82.5      1
3111  2005/01/02   8:26:48.981  132.0   80.9      1
3112  2005/01/02   8:26:51.668  187.9   88.8      1
3113  2005/01/02   8:26:51.664  185.9   90.5      1
3114  2005/01/02   8:27:04.851  104.0   83.4      1
3115  2005/01/02   8:27:16.769  197.9   92.0      1
3116  2005/01/02   8:27:16.772  195.9   92.1      1
3117  2005/01/02   8:27:16.772  195.9   92.1      1
3118  2005/01/02   8:27:16.769  197.9   92.0      1
3119  2005/01/02   8:27:31.284  157.9   98.1      1
3120  2005/01/02   8:27:33.250  177.9   88.6      1
3121  2005/01/02   8:27:33.231  175.9   86.1      1
3122  2005/01/02   8:27:35.269  124.0   84.4      1
3123  2005/01/02   8:27:40.910  104.0   93.6      1
3124  2005/01/02   8:27:46.951  112.0  100.1      1
3125  2005/01/02   8:27:46.951  114.0  101.5      1
3126  2005/01/02   8:28:16.056  104.0   87.7      3
3127  2005/01/02   8:28:16.056  523.7   82.1      3
3128  2005/01/02   8:28:16.056  593.7   96.2      3
3129  2005/01/02   8:28:21.306  108.0   81.1      1
3130  2005/01/02   8:28:29.724  219.9   91.6      1
3131  2005/01/02   8:28:29.731  221.9   94.0      1
3132  2005/01/02   8:28:43.940  191.9   95.3      1
3133  2005/01/02   8:28:43.944  187.9   91.7      1
3134  2005/01/02   8:28:44.041  159.9   85.8      1
3135  2005/01/02   8:28:46.989  289.9   86.0      2
3136  2005/01/02   8:28:46.989  359.8  108.5      2
3137  2005/01/02   8:28:58.306  165.9   89.2      1
3138  2005/01/02   8:28:58.306  163.9   88.0      1
3139  2005/01/02   8:28:58.534  126.0   88.4      1
3140  2005/01/02   8:29:00.340  203.9   90.8      1
3141  2005/01/02   8:29:01.519  173.9   83.6      1
3142  2005/01/02   8:29:17.608  229.9   82.4      2
3143  2005/01/02   8:29:17.608  299.9  108.8      2
3144  2005/01/02   8:29:20.336  108.0   86.0      1
3145  2005/01/02   8:29:23.993  132.0   89.2      1
3146  2005/01/02   8:29:32.407  239.9   96.6      1
