            Data      time  rge     ht
1510  2005/01/01   6:15:31  470   95.2
1511  2005/01/01   6:15:31  470   93.2
1512  2005/01/01   6:15:45  265   84.1
1513  2005/01/01   6:15:45  265   76.4
1514  2005/01/01   6:16:34  970   94.1
1515  2005/01/01   6:16:34  970   71.2
1516  2005/01/01   6:16:34  970  101.3
1517  2005/01/01   6:16:34  974   95.8
1518  2005/01/01   6:16:34  974   71.7
1519  2005/01/01   6:16:34  974  101.7
1520  2005/01/01   6:16:51  705   93.1
1521  2005/01/01   6:17:10  257   95.3
1522  2005/01/01   6:17:11  735   86.4
1523  2005/01/01   6:17:32  690   74.4
1524  2005/01/01   6:17:32  690   95.8
1525  2005/01/01   6:17:32  690   76.5
1526  2005/01/01   6:17:32  690   98.2
1527  2005/01/01   6:17:44  474   91.7
1528  2005/01/01   6:17:44  515   92.4
1529  2005/01/01   6:18:23  940   97.3
1530  2005/01/01   6:18:26  216  100.1
1531  2005/01/01   6:18:26  213   99.6
1532  2005/01/01   6:18:29  056   94.2
1533  2005/01/01   6:18:29  056   92.5
1534  2005/01/01   6:18:47  481   86.5
1535  2005/01/01   6:18:50  806  101.7
1536  2005/01/01   6:18:50  795  100.7
1537  2005/01/01   6:18:51  086   86.6
1538  2005/01/01   6:19:12  825   94.3
1539  2005/01/01   6:19:12  825   92.7
1540  2005/01/01   6:19:14  690   70.9
1541  2005/01/01   6:19:14  690  100.6
1542  2005/01/01   6:19:14  690   73.6
1543  2005/01/01   6:19:14  690   74.0
1544  2005/01/01   6:19:14  690  105.1
1545  2005/01/01   6:19:24  231   75.1
1546  2005/01/01   6:19:24  231   93.8
1547  2005/01/01   6:19:24  231   76.6
1548  2005/01/01   6:19:40  500   94.2
1549  2005/01/01   6:19:40  500  101.5
1550  2005/01/01   6:19:43  765   91.9
1551  2005/01/01   6:20:07  798   88.5
1552  2005/01/01   6:20:24  388   91.0
1553  2005/01/01   6:20:25  276   93.7
1554  2005/01/01   6:20:37  414   94.3
1555  2005/01/01   6:21:06  377  100.9
1556  2005/01/01   6:21:06  377  101.9
1557  2005/01/01   6:21:18  825   96.4
1558  2005/01/01   6:21:32  160   85.4
1559  2005/01/01   6:21:32  153   84.0
1560  2005/01/01   6:21:42  549   94.2
1561  2005/01/01   6:21:42  563   93.0
1562  2005/01/01   6:22:05  653   96.1
1563  2005/01/01   6:22:05  653   97.1
1564  2005/01/01   6:22:36  851   78.1
1565  2005/01/01   6:22:36  851  100.0
1566  2005/01/01   6:22:36  851   97.1
1567  2005/01/01   6:22:36  851   76.3
1568  2005/01/01   6:22:36  851  104.0
1569  2005/01/01   6:22:46  575   87.8
1570  2005/01/01   6:22:46  575   78.6
1571  2005/01/01   6:22:46  590   72.3
1572  2005/01/01   6:22:46  590   95.9
1573  2005/01/01   6:22:48  239   89.7
1574  2005/01/01   6:22:48  235   87.8
1575  2005/01/01   6:22:48  239   82.1
1576  2005/01/01   6:22:48  239   91.7
1577  2005/01/01   6:23:14  056   96.6
1578  2005/01/01   6:23:17  638  102.6
1579  2005/01/01   6:23:17  638   87.7
1580  2005/01/01   6:23:17  638  108.7
1581  2005/01/01   6:23:28  257   95.8
1582  2005/01/01   6:23:28  914   87.6
1583  2005/01/01   6:23:46  698   94.3
1584  2005/01/01   6:23:46  698   92.8
1585  2005/01/01   6:23:55  862  101.4
1586  2005/01/01   6:24:01  325   95.0
1587  2005/01/01   6:24:01  522   96.4
1588  2005/01/01   6:24:14  026   93.1
1589  2005/01/01   6:24:14  026   93.4
1590  2005/01/01   6:24:15  429  103.1
1591  2005/01/01   6:24:15  429   95.9
1592  2005/01/01   6:24:15  429   96.1
1593  2005/01/01   6:24:19  590   91.4
1594  2005/01/01   6:24:28  119   86.7
1595  2005/01/01   6:24:29  832   92.4
1596  2005/01/01   6:24:38  713   71.1
1597  2005/01/01   6:24:38  713  103.6
1598  2005/01/01   6:24:38  724  101.9
1599  2005/01/01   6:24:52  836   89.3
1600  2005/01/01   6:24:53  728   90.2
1601  2005/01/01   6:25:01  175   91.1
1602  2005/01/01   6:25:21  679   96.0
1603  2005/01/01   6:25:28  194   84.2
1604  2005/01/01   6:25:28  220   83.2
1605  2005/01/01   6:25:39  093   94.7
1606  2005/01/01   6:25:46  119   81.7
1607  2005/01/01   6:25:46  119   87.0
1608  2005/01/01   6:25:46  119  108.7
1609  2005/01/01   6:26:05  795   93.6
1610  2005/01/01   6:26:10  907   88.9
1611  2005/01/01   6:26:10  910   88.3
1612  2005/01/01   6:26:32  511   91.5
1613  2005/01/01   6:26:32  511   94.0
1614  2005/01/01   6:26:47  425   80.9
1615  2005/01/01   6:26:47  608   88.1
1616  2005/01/01   6:26:47  608   87.1
1617  2005/01/01   6:26:51  769   90.0
1618  2005/01/01   6:26:54  153   73.5
1619  2005/01/01   6:26:54  153  100.0
1620  2005/01/01   6:27:12  612   89.8
1621  2005/01/01   6:27:12  612   90.2
1622  2005/01/01   6:27:31  187   77.3
1623  2005/01/01   6:27:31  187   97.5
1624  2005/01/01   6:27:32  052   95.8
1625  2005/01/01   6:27:32  052   95.6
1626  2005/01/01   6:27:52  440   87.9
1627  2005/01/01   6:29:11  149  110.8
1628  2005/01/01   6:29:11  705   73.9
1629  2005/01/01   6:29:11  705  100.7
1630  2005/01/01   6:29:11  701   72.0
1631  2005/01/01   6:29:11  701   98.5
1632  2005/01/01   6:29:11  701   74.0
1633  2005/01/01   6:29:11  701   87.7
1634  2005/01/01   6:29:11  701  102.2
1635  2005/01/01   6:29:11  701   93.9
1636  2005/01/01   6:29:12  407  109.1
1637  2005/01/01   6:29:12  507  103.5
1638  2005/01/01   6:29:12  407  109.1
1639  2005/01/01   6:29:26  004   95.1
1640  2005/01/01   6:29:47  228   96.7
1641  2005/01/01   6:29:49  604  105.6
1642  2005/01/01   6:30:09  612   92.7
1643  2005/01/01   6:30:32  220   96.8
1644  2005/01/01   6:31:10  179   87.8
1645  2005/01/01   6:31:10  179   87.6
1646  2005/01/01   6:31:10  735   85.4
1647  2005/01/01   6:31:11  675   83.1
1648  2005/01/01   6:31:11  672   83.2
1649  2005/01/01   6:31:14  910   93.2
1650  2005/01/01   6:31:32  563   79.3
1651  2005/01/01   6:31:32  563  103.3
1652  2005/01/01   6:31:40  664   93.1
1653  2005/01/01   6:31:43  146   91.2
1654  2005/01/01   6:31:47  974   93.0
1655  2005/01/01   6:31:49  821   74.9
1656  2005/01/01   6:31:49  821  109.0
1657  2005/01/01   6:32:23  041   81.6
1658  2005/01/01   6:32:26  183   97.8
1659  2005/01/01   6:32:28  175   87.6
1660  2005/01/01   6:32:28  175  108.0
1661  2005/01/01   6:32:28  172   73.1
1662  2005/01/01   6:32:28  172   94.3
1663  2005/01/01   6:32:47  138   96.1
1664  2005/01/01   6:32:47  138   95.1
1665  2005/01/01   6:32:49  817   76.4
1666  2005/01/01   6:33:09  216   94.7
1667  2005/01/01   6:33:16  384   89.6
1668  2005/01/01   6:33:17  373   89.2
1669  2005/01/01   6:33:19  541   99.5
1670  2005/01/01   6:33:34  937   86.1
1671  2005/01/01   6:34:12  519   94.9
1672  2005/01/01   6:34:12  519   95.5
1673  2005/01/01   6:34:14  209   98.4
1674  2005/01/01   6:34:14  216   98.9
1675  2005/01/01   6:34:19  545   83.4
1676  2005/01/01   6:34:19  548   83.9
1677  2005/01/01   6:34:19  541   80.8
1678  2005/01/01   6:35:05  048   71.7
1679  2005/01/01   6:35:05  048   95.1
1680  2005/01/01   6:35:11  522   87.9
1681  2005/01/01   6:35:58  698   98.6
1682  2005/01/01   6:35:58  698   98.3
1683  2005/01/01   6:36:01  104   83.3
1684  2005/01/01   6:36:01  104  108.8
1685  2005/01/01   6:36:02  869   93.1
1686  2005/01/01   6:36:12  358   90.0
1687  2005/01/01   6:36:12  358   91.4
1688  2005/01/01   6:36:33  328   90.4
1689  2005/01/01   6:36:33  328   83.8
1690  2005/01/01   6:36:33  328   79.2
1691  2005/01/01   6:36:33  328   81.6
1692  2005/01/01   6:36:33  328   78.5
1693  2005/01/01   6:36:55  037   96.2
1694  2005/01/01   6:36:55  041   95.9
1695  2005/01/01   6:37:10  552   93.6
1696  2005/01/01   6:37:10  552   94.5
1697  2005/01/01   6:37:32  940   79.5
1698  2005/01/01   6:37:34  922   89.5
1699  2005/01/01   6:37:42  634   83.4
1700  2005/01/01   6:37:42  646   81.5
1701  2005/01/01   6:37:42  828   87.6
1702  2005/01/01   6:37:42  828   76.6
1703  2005/01/01   6:37:42  828  101.9
1704  2005/01/01   6:37:43  627   97.3
1705  2005/01/01   6:37:43  627   96.1
1706  2005/01/01   6:37:44  358   91.5
1707  2005/01/01   6:37:45  011   70.7
1708  2005/01/01   6:37:45  011   93.7
1709  2005/01/01   6:37:49  608   84.8
1710  2005/01/01   6:37:49  608  105.6
1711  2005/01/01   6:37:51  015   77.7
1712  2005/01/01   6:37:51  015  100.7
1713  2005/01/01   6:37:50  959   75.6
1714  2005/01/01   6:37:50  959   98.2
1715  2005/01/01   6:37:51  459   77.1
1716  2005/01/01   6:37:51  459   99.3
1717  2005/01/01   6:38:12  119   92.3
1718  2005/01/01   6:38:15  321   95.2
1719  2005/01/01   6:38:15  321   93.3
1720  2005/01/01   6:38:15  321   91.3
1721  2005/01/01   6:38:31  910   87.6
1722  2005/01/01   6:38:31  903   86.0
1723  2005/01/01   6:38:42  795   83.4
1724  2005/01/01   6:38:46  399   87.5
1725  2005/01/01   6:38:46  403   85.4
1726  2005/01/01   6:38:54  832   95.3
1727  2005/01/01   6:38:54  832   93.8
1728  2005/01/01   6:39:02  418   94.9
1729  2005/01/01   6:39:02  418   97.3
1730  2005/01/01   6:39:01  548   91.5
1731  2005/01/01   6:39:02  418   94.9
1732  2005/01/01   6:39:02  418   97.3
1733  2005/01/01   6:39:02  507   88.1
1734  2005/01/01   6:39:03  832   87.5
1735  2005/01/01   6:39:03  847   86.6
1736  2005/01/01   6:39:15  485   95.6
1737  2005/01/01   6:39:53  761  109.1
1738  2005/01/01   6:39:53  761   96.7
1739  2005/01/01   6:40:07  063   97.6
1740  2005/01/01   6:40:11  604   98.1
1741  2005/01/01   6:40:19  940   95.0
1742  2005/01/01   6:40:19  940   79.2
1743  2005/01/01   6:40:19  940  101.7
1744  2005/01/01   6:40:30  388   83.0
1745  2005/01/01   6:41:03  888   87.5
1746  2005/01/01   6:41:13  929   74.2
1747  2005/01/01   6:41:13  929   87.1
1748  2005/01/01   6:41:13  929  100.8
1749  2005/01/01   6:41:13  929   87.7
1750  2005/01/01   6:41:13  929   78.7
1751  2005/01/01   6:41:13  929  101.8
1752  2005/01/01   6:41:17  429   90.8
1753  2005/01/01   6:41:17  418   92.3
1754  2005/01/01   6:41:17  455   94.3
1755  2005/01/01   6:41:31  384   93.6
1756  2005/01/01   6:41:31  384   95.3
1757  2005/01/01   6:41:31  384   73.9
1758  2005/01/01   6:41:31  384   89.4
1759  2005/01/01   6:41:31  384  105.5
1760  2005/01/01   6:41:33  780  101.7
1761  2005/01/01   6:41:33  780   87.8
1762  2005/01/01   6:41:51  728   88.3
1763  2005/01/01   6:42:16  660   93.7
1764  2005/01/01   6:42:40  556   92.1
1765  2005/01/01   6:42:40  556   93.4
1766  2005/01/01   6:42:57  276   95.9
1767  2005/01/01   6:43:33  321   90.3
1768  2005/01/01   6:43:33  321   88.6
1769  2005/01/01   6:43:54  881   95.3
1770  2005/01/01   6:44:00  067   90.4
1771  2005/01/01   6:44:14  963   97.5
1772  2005/01/01   6:44:14  963   94.3
1773  2005/01/01   6:44:15  063   91.8
1774  2005/01/01   6:44:15  034   90.9
1775  2005/01/01   6:44:52  332   85.9
1776  2005/01/01   6:44:54  582   95.2
1777  2005/01/01   6:44:54  586   93.7
1778  2005/01/01   6:44:55  959   90.4
1779  2005/01/01   6:44:58  410   87.9
1780  2005/01/01   6:45:08  892   93.6
1781  2005/01/01   6:45:08  888   94.7
1782  2005/01/01   6:45:13  410   78.2
1783  2005/01/01   6:45:13  410  101.7
1784  2005/01/01   6:45:13  403   90.1
1785  2005/01/01   6:45:13  403   77.5
1786  2005/01/01   6:45:13  403  100.9
1787  2005/01/01   6:45:20  556   92.5
1788  2005/01/01   6:45:50  709   84.2
1789  2005/01/01   6:45:53  646   92.7
1790  2005/01/01   6:46:00  146   92.5
1791  2005/01/01   6:46:27  216   93.0
1792  2005/01/01   6:46:27  216   91.9
1793  2005/01/01   6:46:28  440   89.6
1794  2005/01/01   6:46:30  597   78.3
1795  2005/01/01   6:46:30  593   76.9
1796  2005/01/01   6:46:30  593   76.9
1797  2005/01/01   6:46:30  593  108.9
1798  2005/01/01   6:46:33  858   91.7
1799  2005/01/01   6:47:06  317   89.9
1800  2005/01/01   6:47:07  142   92.1
1801  2005/01/01   6:47:12  198   72.1
1802  2005/01/01   6:47:12  198   98.6
1803  2005/01/01   6:47:28  422   96.6
1804  2005/01/01   6:47:28  422   98.3
1805  2005/01/01   6:47:32  944   96.1
1806  2005/01/01   6:47:34  903   92.0
1807  2005/01/01   6:47:45  127   92.8
1808  2005/01/01   6:47:45  127   91.3
1809  2005/01/01   6:48:13  578  106.7
1810  2005/01/01   6:48:13  578   72.4
1811  2005/01/01   6:48:13  578   99.8
1812  2005/01/01   6:48:13  578   89.8
1813  2005/01/01   6:48:13  575   71.7
1814  2005/01/01   6:48:13  575   98.6
1815  2005/01/01   6:48:13  582   72.0
1816  2005/01/01   6:48:13  582   99.5
1817  2005/01/01   6:48:13  582   88.5
1818  2005/01/01   6:48:14  612   96.2
1819  2005/01/01   6:48:14  910   94.9
1820  2005/01/01   6:48:46  179   92.8
1821  2005/01/01   6:48:46  179   91.8
1822  2005/01/01   6:48:46  194   93.0
1823  2005/01/01   6:48:54  660   89.8
1824  2005/01/01   6:49:02  146  105.1
1825  2005/01/01   6:49:02  146   88.5
1826  2005/01/01   6:49:02  146  109.0
1827  2005/01/01   6:49:02  146   94.8
1828  2005/01/01   6:49:09  302   98.2
1829  2005/01/01   6:49:20  112  100.0
1830  2005/01/01   6:49:20  440   92.8
1831  2005/01/01   6:49:20  459   94.2
1832  2005/01/01   6:49:24  478   87.1
1833  2005/01/01   6:49:24  478   85.6
1834  2005/01/01   6:49:39  328   90.6
1835  2005/01/01   6:49:39  325   92.0
1836  2005/01/01   6:49:40  187   89.0
1837  2005/01/01   6:49:43  780   95.8
1838  2005/01/01   6:49:49  205   78.5
1839  2005/01/01   6:49:49  205  104.7
1840  2005/01/01   6:49:49  205   70.4
1841  2005/01/01   6:49:49  205   70.3
1842  2005/01/01   6:49:49  205  104.0
1843  2005/01/01   6:49:49  205   80.0
1844  2005/01/01   6:49:49  205  106.8
1845  2005/01/01   6:49:52  131   96.2
1846  2005/01/01   6:49:55  414   75.2
1847  2005/01/01   6:49:55  414   96.8
1848  2005/01/01   6:49:58  369   94.7
1849  2005/01/01   6:49:58  347   97.7
1850  2005/01/01   6:49:58  369   94.7
1851  2005/01/01   6:50:01  612   89.5
1852  2005/01/01   6:50:09  843   96.7
1853  2005/01/01   6:50:10  078   84.1
1854  2005/01/01   6:50:10  078   70.8
1855  2005/01/01   6:50:10  078   93.0
1856  2005/01/01   6:50:21  761   96.8
1857  2005/01/01   6:50:21  761   96.5
1858  2005/01/01   6:50:26  929   90.5
1859  2005/01/01   6:50:26  929   89.2
1860  2005/01/01   6:50:34  534   83.8
1861  2005/01/01   6:50:41  205   98.2
1862  2005/01/01   6:50:41  205   95.5
1863  2005/01/01   6:50:48  858   85.6
1864  2005/01/01   6:50:59  000   92.3
1865  2005/01/01   6:51:07  534   90.6
1866  2005/01/01   6:51:09  511  109.8
1867  2005/01/01   6:51:09  750  101.6
1868  2005/01/01   6:51:15  854   96.1
1869  2005/01/01   6:51:23  317   93.7
1870  2005/01/01   6:51:23  317   92.0
1871  2005/01/01   6:51:35  769   91.7
1872  2005/01/01   6:51:35  769   90.7
1873  2005/01/01   6:51:44  470   95.4
1874  2005/01/01   6:51:44  466   95.7
1875  2005/01/01   6:51:53  780   75.2
1876  2005/01/01   6:51:53  780  104.1
1877  2005/01/01   6:51:53  780   77.7
1878  2005/01/01   6:51:53  780  107.2
1879  2005/01/01   6:52:09  265   98.5
1880  2005/01/01   6:52:09  250   99.4
1881  2005/01/01   6:52:09  429   86.7
1882  2005/01/01   6:52:09  455   87.8
1883  2005/01/01   6:52:13  108   71.9
1884  2005/01/01   6:52:13  108   94.6
1885  2005/01/01   6:52:19  168   86.8
1886  2005/01/01   6:52:19  164   90.8
1887  2005/01/01   6:52:31  459   90.7
1888  2005/01/01   6:52:31  433   87.4
1889  2005/01/01   6:52:36  254   96.5
1890  2005/01/01   6:52:39  485  106.5
1891  2005/01/01   6:52:44  907   96.2
1892  2005/01/01   6:52:44  881   94.6
1893  2005/01/01   6:52:49  896   90.8
1894  2005/01/01   6:53:01  910   96.5
1895  2005/01/01   6:53:01  910   98.0
1896  2005/01/01   6:53:01  910  107.4
1897  2005/01/01   6:53:01  910   94.2
1898  2005/01/01   6:53:02  862   92.5
1899  2005/01/01   6:53:02  858   94.7
1900  2005/01/01   6:53:11  187   96.5
1901  2005/01/01   6:53:20  642   94.8
1902  2005/01/01   6:53:20  642   93.9
1903  2005/01/01   6:53:26  310   82.9
1904  2005/01/01   6:53:26  310   99.6
1905  2005/01/01   6:53:45  481   97.1
1906  2005/01/01   6:53:45  481   95.0
1907  2005/01/01   6:53:52  280   91.5
1908  2005/01/01   6:53:52  284   93.0
1909  2005/01/01   6:54:05  892   86.3
1910  2005/01/01   6:54:11  250  101.4
1911  2005/01/01   6:54:11  250   70.7
1912  2005/01/01   6:54:11  250   98.8
1913  2005/01/01   6:54:24  377   92.7
1914  2005/01/01   6:54:34  478   77.4
1915  2005/01/01   6:54:47  642   75.4
1916  2005/01/01   6:54:47  642   99.8
1917  2005/01/01   6:54:51  127   92.3
1918  2005/01/01   6:54:58  604   91.3
1919  2005/01/01   6:55:02  604   90.8
1920  2005/01/01   6:55:04  351   91.2
1921  2005/01/01   6:55:18  978  100.2
1922  2005/01/01   6:55:18  989   99.1
1923  2005/01/01   6:55:37  590   91.3
1924  2005/01/01   6:55:37  593   90.2
1925  2005/01/01   6:55:42  048   90.7
1926  2005/01/01   6:56:06  466   94.0
1927  2005/01/01   6:56:27  112   95.3
1928  2005/01/01   6:56:31  396   74.2
1929  2005/01/01   6:56:31  396   99.0
1930  2005/01/01   6:56:40  877   87.8
1931  2005/01/01   6:56:41  228   88.6
1932  2005/01/01   6:56:41  209   87.3
1933  2005/01/01   6:56:43  713   90.5
1934  2005/01/01   6:56:43  713   91.8
1935  2005/01/01   6:56:48  660   93.1
1936  2005/01/01   6:56:51  765   71.6
1937  2005/01/01   6:56:51  765  100.6
1938  2005/01/01   6:56:52  966  100.2
1939  2005/01/01   6:56:58  250   89.9
1940  2005/01/01   6:57:04  384   95.2
1941  2005/01/01   6:57:26  821   75.3
1942  2005/01/01   6:57:26  821  100.1
1943  2005/01/01   6:57:30  336   85.0
1944  2005/01/01   6:57:42  586   95.2
1945  2005/01/01   6:57:42  582   93.5
1946  2005/01/01   6:58:17  929   89.5
1947  2005/01/01   6:58:36  007   90.8
1948  2005/01/01   6:58:43  985   99.4
1949  2005/01/01   6:58:55  175   91.8
1950  2005/01/01   6:58:56  019   93.8
1951  2005/01/01   6:59:41  832   88.0
1952  2005/01/01   7:00:03  388  105.9
1953  2005/01/01   7:00:16  317   97.2
1954  2005/01/01   7:00:19  884   99.1
1955  2005/01/01   7:00:38  548   86.3
1956  2005/01/01   7:00:40  459   93.1
1957  2005/01/01   7:00:48  138   91.3
1958  2005/01/01   7:00:55  060   96.2
1959  2005/01/01   7:01:01  828   96.2
1960  2005/01/01   7:01:01  825   93.7
1961  2005/01/01   7:01:13  784   95.7
1962  2005/01/01   7:01:13  787   97.5
1963  2005/01/01   7:01:28  974   94.4
1964  2005/01/01   7:01:47  160   76.2
1965  2005/01/01   7:01:47  160  109.8
1966  2005/01/01   7:01:47  160   85.1
1967  2005/01/01   7:01:50  160   84.8
1968  2005/01/01   7:01:50  160   85.6
1969  2005/01/01   7:01:51  765   70.6
1970  2005/01/01   7:01:51  765   97.6
1971  2005/01/01   7:01:51  765  100.7
1972  2005/01/01   7:01:51  765   70.7
1973  2005/01/01   7:01:51  765   97.5
1974  2005/01/01   7:02:05  735   87.3
1975  2005/01/01   7:02:05  735   91.8
1976  2005/01/01   7:02:05  735   88.4
1977  2005/01/01   7:02:38  045   82.6
1978  2005/01/01   7:02:38  045   80.9
1979  2005/01/01   7:02:50  993   89.8
1980  2005/01/01   7:02:59  597   88.8
1981  2005/01/01   7:03:00  194   81.4
1982  2005/01/01   7:03:26  649   94.1
1983  2005/01/01   7:03:26  634   95.6
1984  2005/01/01   7:03:27  183   96.1
1985  2005/01/01   7:03:28  478   91.2
1986  2005/01/01   7:03:49  892   97.8
1987  2005/01/01   7:03:56  220   98.2
1988  2005/01/01   7:03:56  220   93.8
1989  2005/01/01   7:04:11  067  104.0
1990  2005/01/01   7:04:11  078  101.5
1991  2005/01/01   7:04:11  112   98.6
1992  2005/01/01   7:04:11  067  104.0
1993  2005/01/01   7:04:13  026   89.7
1994  2005/01/01   7:04:13  026   73.1
1995  2005/01/01   7:04:13  026  104.9
1996  2005/01/01   7:04:13  347   87.9
1997  2005/01/01   7:04:13  366   89.0
1998  2005/01/01   7:04:13  362   86.4
1999  2005/01/01   7:04:13  627   87.0
2000  2005/01/01   7:04:13  627   93.5
2001  2005/01/01   7:04:15  332   87.9
2002  2005/01/01   7:04:15  332   86.8
2003  2005/01/01   7:04:28  929   83.7
2004  2005/01/01   7:04:30  056   87.8
2005  2005/01/01   7:04:32  172   89.2
2006  2005/01/01   7:04:32  172   71.8
2007  2005/01/01   7:04:32  172   89.5
2008  2005/01/01   7:04:32  172  108.0
2009  2005/01/01   7:04:46  679   73.7
2010  2005/01/01   7:04:46  679  103.1
2011  2005/01/01   7:04:58  627   77.4
2012  2005/01/01   7:05:00  631   80.1
2013  2005/01/01   7:05:00  631  103.1
2014  2005/01/01   7:05:00  631   83.0
2015  2005/01/01   7:05:00  631  102.5
2016  2005/01/01   7:05:02  899   94.2
2017  2005/01/01   7:05:05  944   92.1
2018  2005/01/01   7:05:10  929   90.9
2019  2005/01/01   7:05:22  201   90.9
2020  2005/01/01   7:05:29  873   97.2
2021  2005/01/01   7:05:34  373   89.8
2022  2005/01/01   7:06:05  134   97.1
2023  2005/01/01   7:06:06  589   79.1
2024  2005/01/01   7:06:06  589   99.6
2025  2005/01/01   7:06:19  981   91.2
2026  2005/01/01   7:06:19  981   89.7
2027  2005/01/01   7:06:43  201   96.4
2028  2005/01/01   7:06:43  205   72.9
2029  2005/01/01   7:06:43  205  100.4
2030  2005/01/01   7:06:53  396   90.9
2031  2005/01/01   7:07:02  116   93.8
2032  2005/01/01   7:07:19  910   92.2
2033  2005/01/01   7:07:23  022   94.8
2034  2005/01/01   7:07:35  802   89.1
2035  2005/01/01   7:07:35  802   90.9
2036  2005/01/01   7:07:35  798   93.3
2037  2005/01/01   7:07:35  798   88.6
2038  2005/01/01   7:07:51  451   83.7
2039  2005/01/01   7:07:51  451  107.8
2040  2005/01/01   7:07:53  254   90.1
2041  2005/01/01   7:07:59  899   85.4
2042  2005/01/01   7:08:07  093  102.8
2043  2005/01/01   7:08:17  687   89.4
2044  2005/01/01   7:08:17  631   89.3
2045  2005/01/01   7:08:19  813   95.6
2046  2005/01/01   7:08:49  660   85.2
2047  2005/01/01   7:09:21  683   92.3
2048  2005/01/01   7:09:41  548   96.6
2049  2005/01/01   7:09:43  108   93.7
2050  2005/01/01   7:09:43  104   92.6
2051  2005/01/01   7:09:43  116   95.8
2052  2005/01/01   7:09:43  116   91.3
2053  2005/01/01   7:09:51  086   95.8
2054  2005/01/01   7:09:51  093   93.8
2055  2005/01/01   7:10:11  664   93.2
2056  2005/01/01   7:10:13  052   98.6
2057  2005/01/01   7:10:13  925   71.7
2058  2005/01/01   7:10:13  925   98.3
2059  2005/01/01   7:10:29  011   94.0
2060  2005/01/01   7:10:32  119   91.8
2061  2005/01/01   7:10:36  604   95.1
2062  2005/01/01   7:10:40  358   91.2
2063  2005/01/01   7:10:58  504   77.8
2064  2005/01/01   7:11:03  974   89.7
2065  2005/01/01   7:11:03  978   88.3
2066  2005/01/01   7:11:21  168   86.4
2067  2005/01/01   7:11:21  168  108.5
2068  2005/01/01   7:12:06  302   92.6
2069  2005/01/01   7:12:11  019   91.3
2070  2005/01/01   7:12:53  429   70.2
2071  2005/01/01   7:12:53  429   82.0
2072  2005/01/01   7:12:53  429   97.3
2073  2005/01/01   7:12:53  448   73.5
2074  2005/01/01   7:13:05  104   88.4
2075  2005/01/01   7:13:10  701   94.7
2076  2005/01/01   7:13:19  299   96.4
2077  2005/01/01   7:13:39  168   85.8
2078  2005/01/01   7:13:40  951   88.8
2079  2005/01/01   7:13:49  201   93.1
2080  2005/01/01   7:13:49  205   92.2
2081  2005/01/01   7:13:52  858   79.2
2082  2005/01/01   7:13:52  858  108.9
2083  2005/01/01   7:13:58  795   93.9
2084  2005/01/01   7:14:15  963   73.9
2085  2005/01/01   7:14:15  963   91.8
2086  2005/01/01   7:14:19  907   99.1
2087  2005/01/01   7:14:31  157   88.1
2088  2005/01/01   7:14:31  157   86.4
2089  2005/01/01   7:14:43  422   94.2
2090  2005/01/01   7:14:43  422   92.7
2091  2005/01/01   7:14:43  422   86.3
2092  2005/01/01   7:14:52  825   92.2
2093  2005/01/01   7:14:59  985   87.4
2094  2005/01/01   7:15:00  101  109.0
2095  2005/01/01   7:15:00  101   96.1
2096  2005/01/01   7:15:17  205   84.8
2097  2005/01/01   7:15:17  209   85.5
2098  2005/01/01   7:15:25  362  100.0
2099  2005/01/01   7:15:25  362   86.8
2100  2005/01/01   7:15:25  362  107.3
2101  2005/01/01   7:15:25  989   70.1
2102  2005/01/01   7:15:25  989   95.5
2103  2005/01/01   7:15:27  425   95.0
2104  2005/01/01   7:15:27  351   91.6
2105  2005/01/01   7:15:28  657   94.4
2106  2005/01/01   7:15:35  709   94.8
2107  2005/01/01   7:15:39  007   82.4
2108  2005/01/01   7:15:39  705   76.7
2109  2005/01/01   7:15:39  705  107.3
2110  2005/01/01   7:15:39  705   78.5
2111  2005/01/01   7:15:39  705  109.7
2112  2005/01/01   7:15:45  877   96.8
2113  2005/01/01   7:16:02  358   93.7
2114  2005/01/01   7:16:02  362   91.2
2115  2005/01/01   7:16:25  190   95.6
2116  2005/01/01   7:16:37  000   89.2
2117  2005/01/01   7:16:39  675   88.9
2118  2005/01/01   7:16:39  668   86.5
2119  2005/01/01   7:16:39  668   90.4
2120  2005/01/01   7:16:49  444   89.1
2121  2005/01/01   7:16:52  884   71.9
2122  2005/01/01   7:16:52  884   98.8
2123  2005/01/01   7:17:15  399   87.5
2124  2005/01/01   7:17:16  086   99.3
2125  2005/01/01   7:17:16  086   98.2
2126  2005/01/01   7:17:33  086  106.5
2127  2005/01/01   7:17:32  515  103.7
2128  2005/01/01   7:17:32  515  103.7
2129  2005/01/01   7:17:35  422   84.3
2130  2005/01/01   7:17:35  422   82.8
2131  2005/01/01   7:17:35  444   86.2
2132  2005/01/01   7:17:49  127   85.2
2133  2005/01/01   7:17:49  127  105.6
2134  2005/01/01   7:17:49  127   83.4
2135  2005/01/01   7:17:49  127  100.6
2136  2005/01/01   7:17:53  194   87.4
2137  2005/01/01   7:17:53  884   92.3
2138  2005/01/01   7:18:00  261   83.6
2139  2005/01/01   7:18:00  261   96.5
2140  2005/01/01   7:18:00  257   95.4
2141  2005/01/01   7:18:03  903   95.2
2142  2005/01/01   7:18:03  903   94.2
2143  2005/01/01   7:18:09  478   87.1
2144  2005/01/01   7:18:09  377   86.2
